,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-01,270,,24.7622416093815,24.6704538060928,0.0860281889879521,NaN,NaN,NaN,NaN,60,
,A02,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-01,270,,24.6574551727424,24.6704538060928,0.0860281889879521,NaN,NaN,NaN,NaN,60,
,A03,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-01,270,,24.5916646361546,24.6704538060928,0.0860281889879521,NaN,NaN,NaN,NaN,60,
,A04,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-02,271,,24.4853417602432,24.4873850181694,0.0266872559890981,NaN,NaN,NaN,NaN,60,
,A05,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-02,271,,24.461778120042,24.4873850181694,0.0266872559890981,NaN,NaN,NaN,NaN,60,
,A06,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-02,271,,24.5150351742231,24.4873850181694,0.0266872559890981,NaN,NaN,NaN,NaN,60,
,A07,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-03,272,,24.962832499611,24.9527367545748,0.0136811582946171,NaN,NaN,NaN,NaN,60,
,A08,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-03,272,,24.9582117638581,24.9527367545748,0.0136811582946171,NaN,NaN,NaN,NaN,60,
,A09,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-03,272,,24.9371660002553,24.9527367545748,0.0136811582946171,NaN,NaN,NaN,NaN,60,
,A10,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-04,273,,24.0336250179932,24.1328534334716,0.0859779654091163,NaN,NaN,NaN,NaN,60,
,A11,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-04,273,,24.1797287167635,24.1328534334716,0.0859779654091163,NaN,NaN,NaN,NaN,60,
,A12,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-04,273,,24.185206565658,24.1328534334716,0.0859779654091163,NaN,NaN,NaN,NaN,60,
,B01,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-05,275,,24.2435169202461,24.1887140322935,0.0766158124831207,NaN,NaN,NaN,NaN,60,
,B02,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-05,275,,24.2214579566052,24.1887140322935,0.0766158124831207,NaN,NaN,NaN,NaN,60,
