,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-01,270,,27.7853829555831,27.7423413187192,0.0939688110211316,NaN,NaN,NaN,NaN,60,
,A02,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-01,270,,27.8070799958038,27.7423413187192,0.0939688110211316,NaN,NaN,NaN,NaN,60,
,A03,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-01,270,,27.6345610047706,27.7423413187192,0.0939688110211316,NaN,NaN,NaN,NaN,60,
,A04,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-02,271,,28.1058052597118,28.1428083312562,0.0353254727671089,NaN,NaN,NaN,NaN,60,
,A05,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-02,271,,28.1464448561496,28.1428083312562,0.0353254727671089,NaN,NaN,NaN,NaN,60,
,A06,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-02,271,,28.1761748779073,28.1428083312562,0.0353254727671089,NaN,NaN,NaN,NaN,60,
,A07,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-03,272,,27.4712201113275,27.5078258475787,0.0319421237843769,NaN,NaN,NaN,NaN,60,
,A08,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-03,272,,27.5222153633072,27.5078258475787,0.0319421237843769,NaN,NaN,NaN,NaN,60,
,A09,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-03,272,,27.5300420681015,27.5078258475787,0.0319421237843769,NaN,NaN,NaN,NaN,60,
,A10,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-04,273,,27.5787120609383,27.5771736738412,0.00966505981245497,NaN,NaN,NaN,NaN,60,
,A11,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-04,273,,27.5859772753407,27.5771736738412,0.00966505981245497,NaN,NaN,NaN,NaN,60,
,A12,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-04,273,,27.5668316852445,27.5771736738412,0.00966505981245497,NaN,NaN,NaN,NaN,60,
,B01,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-05,275,,28.2758300363073,28.2404028467929,0.0373154341143992,NaN,NaN,NaN,NaN,60,
,B02,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-05,275,,28.2439290096964,28.2404028467929,0.0373154341143992,NaN,NaN,NaN,NaN,60,
,B03,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-05,275,,28.2014494943752,28.2404028467929,0.0373154341143992,NaN,NaN,NaN,NaN,60,
,B04,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-06,276,,28.0917986420686,28.1106602899705,0.0197052378498504,NaN,NaN,NaN,NaN,60,
,B05,SYBR,Cg_VIPERIN_F/R (SR IDs: 1828/9),Unkn-06,276,,28.1090695406428,28.1106602899705,0.0197052378498504,NaN,NaN,NaN,NaN,60,
