,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-01,351,,28.6614976228462,28.6782720455718,0.0510739804317671,NaN,NaN,NaN,NaN,60,
,A02,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-01,351,,28.7356236882477,28.6782720455718,0.0510739804317671,NaN,NaN,NaN,NaN,60,
,A03,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-01,351,,28.6376948256215,28.6782720455718,0.0510739804317671,NaN,NaN,NaN,NaN,60,
,A04,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-02,353,,28.6666456259546,28.6205251315786,0.050921390944891,NaN,NaN,NaN,NaN,60,
,A05,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-02,353,,28.6290506890288,28.6205251315786,0.050921390944891,NaN,NaN,NaN,NaN,60,
,A06,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-02,353,,28.5658790797523,28.6205251315786,0.050921390944891,NaN,NaN,NaN,NaN,60,
,A07,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-03,355,,28.4000108118825,28.3664837458715,0.0372348744740681,NaN,NaN,NaN,NaN,60,
,A08,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-03,355,,28.3730308919771,28.3664837458715,0.0372348744740681,NaN,NaN,NaN,NaN,60,
,A09,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-03,355,,28.3264095337549,28.3664837458715,0.0372348744740681,NaN,NaN,NaN,NaN,60,
,A10,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-04,357,,27.6959003430887,27.6376368197773,0.136126144846824,NaN,NaN,NaN,NaN,60,
,A11,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-04,357,,27.4820758340499,27.6376368197773,0.136126144846824,NaN,NaN,NaN,NaN,60,
,A12,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-04,357,,27.7349342821932,27.6376368197773,0.136126144846824,NaN,NaN,NaN,NaN,60,
,B01,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-05,360,,28.9534190206887,28.8932262187363,0.0920945291365166,NaN,NaN,NaN,NaN,60,
,B02,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-05,360,,28.9390509758238,28.8932262187363,0.0920945291365166,NaN,NaN,NaN,NaN,60,
