,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-01,270,,29.0278447015597,29.0444197734704,0.0158170359679191,NaN,NaN,NaN,NaN,60,
,A02,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-01,270,,29.0460643529922,29.0444197734704,0.0158170359679191,NaN,NaN,NaN,NaN,60,
,A03,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-01,270,,29.0593502658592,29.0444197734704,0.0158170359679191,NaN,NaN,NaN,NaN,60,
,A04,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-02,271,,30.0362595188098,30.0257489833336,0.0915839546636937,NaN,NaN,NaN,NaN,60,
,A05,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-02,271,,29.9293632199597,30.0257489833336,0.0915839546636937,NaN,NaN,NaN,NaN,60,
,A06,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-02,271,,30.1116242112315,30.0257489833336,0.0915839546636937,NaN,NaN,NaN,NaN,60,
,A07,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-03,272,,26.497821385873,26.4494703175689,0.0419758988571714,NaN,NaN,NaN,NaN,60,
,A08,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-03,272,,26.4282285063516,26.4494703175689,0.0419758988571714,NaN,NaN,NaN,NaN,60,
,A09,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-03,272,,26.4223610604822,26.4494703175689,0.0419758988571714,NaN,NaN,NaN,NaN,60,
,A10,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-04,273,,29.7857291344439,29.7525574078846,0.0306475719689215,NaN,NaN,NaN,NaN,60,
,A11,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-04,273,,29.7252944155248,29.7525574078846,0.0306475719689215,NaN,NaN,NaN,NaN,60,
,A12,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-04,273,,29.7466486736851,29.7525574078846,0.0306475719689215,NaN,NaN,NaN,NaN,60,
,B01,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-05,275,,27.7320309193902,27.7032911487188,0.0445712696060164,NaN,NaN,NaN,NaN,60,
,B02,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-05,275,,27.7258958122053,27.7032911487188,0.0445712696060164,NaN,NaN,NaN,NaN,60,
,B03,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-05,275,,27.6519467145608,27.7032911487188,0.0445712696060164,NaN,NaN,NaN,NaN,60,
,B04,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-06,276,,27.446873776794,27.3031703617959,0.132337296313914,NaN,NaN,NaN,NaN,60,
,B05,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-06,276,,27.1863169167293,27.3031703617959,0.132337296313914,NaN,NaN,NaN,NaN,60,
,B06,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-06,276,,27.2763203918645,27.3031703617959,0.132337296313914,NaN,NaN,NaN,NaN,60,
,B07,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-07,277,,30.03250797669,30.0258745721111,0.0240306430428087,NaN,NaN,NaN,NaN,60,
,B08,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-07,277,,29.999223983244,30.0258745721111,0.0240306430428087,NaN,NaN,NaN,NaN,60,
,B09,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-07,277,,30.0458917563994,30.0258745721111,0.0240306430428087,NaN,NaN,NaN,NaN,60,
,B10,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-08,279,,30.4624884613154,30.4133040882098,0.0443273407105179,NaN,NaN,NaN,NaN,60,
,B11,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-08,279,,30.3764405441069,30.4133040882098,0.0443273407105179,NaN,NaN,NaN,NaN,60,
,B12,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-08,279,,30.4009832592072,30.4133040882098,0.0443273407105179,NaN,NaN,NaN,NaN,60,
,C01,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-09,280,,27.5000305462958,27.539302750874,0.0381317889873462,NaN,NaN,NaN,NaN,60,
,C02,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-09,280,,27.541696353575,27.539302750874,0.0381317889873462,NaN,NaN,NaN,NaN,60,
,C03,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-09,280,,27.5761813527513,27.539302750874,0.0381317889873462,NaN,NaN,NaN,NaN,60,
,C04,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-10,287,,31.1323798690891,31.0769792140261,0.126148282609708,NaN,NaN,NaN,NaN,60,
,C05,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-10,287,,30.9326107041598,31.0769792140261,0.126148282609708,NaN,NaN,NaN,NaN,60,
,C06,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-10,287,,31.1659470688295,31.0769792140261,0.126148282609708,NaN,NaN,NaN,NaN,60,
,C07,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-11,290,,27.2110011053557,27.2090636913439,0.0252464405500071,NaN,NaN,NaN,NaN,60,
,C08,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-11,290,,27.2332856091944,27.2090636913439,0.0252464405500071,NaN,NaN,NaN,NaN,60,
,C09,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-11,290,,27.1829043594816,27.2090636913439,0.0252464405500071,NaN,NaN,NaN,NaN,60,
,C10,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-12,291,,29.5911495569046,29.6366812931937,0.0893071352569502,NaN,NaN,NaN,NaN,60,
,C11,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-12,291,,29.5793165794692,29.6366812931937,0.0893071352569502,NaN,NaN,NaN,NaN,60,
,C12,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-12,291,,29.7395777432073,29.6366812931937,0.0893071352569502,NaN,NaN,NaN,NaN,60,
,D01,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-13,293,,30.0132874274065,29.9811754074175,0.0367896491124208,NaN,NaN,NaN,NaN,60,
,D02,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-13,293,,29.9410343001431,29.9811754074175,0.0367896491124208,NaN,NaN,NaN,NaN,60,
,D03,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-13,293,,29.989204494703,29.9811754074175,0.0367896491124208,NaN,NaN,NaN,NaN,60,
,D04,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-14,294,,29.3660455211864,29.3460311030187,0.0751955985099579,NaN,NaN,NaN,NaN,60,
,D05,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-14,294,,29.4091945529063,29.3460311030187,0.0751955985099579,NaN,NaN,NaN,NaN,60,
,D06,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-14,294,,29.2628532349633,29.3460311030187,0.0751955985099579,NaN,NaN,NaN,NaN,60,
,D07,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-15,295,,30.2616785365313,30.238584589774,0.0526190820528882,NaN,NaN,NaN,NaN,60,
,D08,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-15,295,,30.2757076278343,30.238584589774,0.0526190820528882,NaN,NaN,NaN,NaN,60,
,D09,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-15,295,,30.1783676049564,30.238584589774,0.0526190820528882,NaN,NaN,NaN,NaN,60,
,D10,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-16,297,,28.9106792327703,28.8393532685687,0.0713962818723841,NaN,NaN,NaN,NaN,60,
,D11,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-16,297,,28.7678868761801,28.8393532685687,0.0713962818723841,NaN,NaN,NaN,NaN,60,
,D12,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-16,297,,28.8394936967558,28.8393532685687,0.0713962818723841,NaN,NaN,NaN,NaN,60,
,E01,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-17,301,,28.6627489784555,28.6896869816769,0.0405032756353181,NaN,NaN,NaN,NaN,60,
,E02,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-17,301,,28.6700459648034,28.6896869816769,0.0405032756353181,NaN,NaN,NaN,NaN,60,
,E03,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-17,301,,28.7362660017718,28.6896869816769,0.0405032756353181,NaN,NaN,NaN,NaN,60,
,E04,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-18,302,,29.1905268128028,29.1470229099837,0.0399056331997025,NaN,NaN,NaN,NaN,60,
,E05,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-18,302,,29.1384245660907,29.1470229099837,0.0399056331997025,NaN,NaN,NaN,NaN,60,
,E06,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-18,302,,29.1121173510577,29.1470229099837,0.0399056331997025,NaN,NaN,NaN,NaN,60,
