,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-01,201,,23.95533263897,23.9429201449811,0.0295151611265774,NaN,NaN,NaN,NaN,60,
,A02,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-01,201,,23.9642019359498,23.9429201449811,0.0295151611265774,NaN,NaN,NaN,NaN,60,
,A03,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-01,201,,23.9092258600236,23.9429201449811,0.0295151611265774,NaN,NaN,NaN,NaN,60,
,A04,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-02,202,,23.2717048674888,23.2999884173988,0.0359311051079159,NaN,NaN,NaN,NaN,60,
,A05,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-02,202,,23.3404184961721,23.2999884173988,0.0359311051079159,NaN,NaN,NaN,NaN,60,
,A06,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-02,202,,23.2878418885354,23.2999884173988,0.0359311051079159,NaN,NaN,NaN,NaN,60,
,A07,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-03,203,,24.0051543433073,23.9924225149788,0.0208137606704955,NaN,NaN,NaN,NaN,60,
,A08,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-03,203,,23.9684033279223,23.9924225149788,0.0208137606704955,NaN,NaN,NaN,NaN,60,
,A09,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-03,203,,24.0037098737068,23.9924225149788,0.0208137606704955,NaN,NaN,NaN,NaN,60,
,A10,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-04,204,,23.1486421723034,23.2388222394541,0.137364985965775,NaN,NaN,NaN,NaN,60,
,A11,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-04,204,,23.3969158392825,23.2388222394541,0.137364985965775,NaN,NaN,NaN,NaN,60,
,A12,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-04,204,,23.1709087067765,23.2388222394541,0.137364985965775,NaN,NaN,NaN,NaN,60,
,B01,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-05,205,,24.4606285885151,24.4682391110977,0.102955367811418,NaN,NaN,NaN,NaN,60,
,B02,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-05,205,,24.5747885582133,24.4682391110977,0.102955367811418,NaN,NaN,NaN,NaN,60,
,B03,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-05,205,,24.3693001865647,24.4682391110977,0.102955367811418,NaN,NaN,NaN,NaN,60,
,B04,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-06,207,,23.5029423417928,23.4133976226385,0.126635356266889,NaN,NaN,NaN,NaN,60,
,B05,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-06,207,,23.3238529034842,23.4133976226385,0.126635356266889,NaN,NaN,NaN,NaN,60,
,B06,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-06,207,,NaN,0,0,NaN,NaN,0,0,60,
,B07,SYBR,Cg_ATPsynthase_F/R (SR IDs: 1385/6),Unkn-07,208,,22.7820512129895,23.315597001862,0.462135782838684,NaN,NaN,NaN,NaN,60,
