,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-01,12,,27.5513704263314,29.4333111022278,3.63938895552276,NaN,NaN,NaN,NaN,60,
,A02,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-01,12,,33.6283368236762,29.4333111022278,3.63938895552276,NaN,NaN,NaN,NaN,60,
,A03,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-01,12,,27.120226056676,29.4333111022278,3.63938895552276,NaN,NaN,NaN,NaN,60,
,A04,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-02,14,,NaN,0,0,NaN,NaN,0,0,60,
,A05,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-02,14,,39.2130317926335,39.2130317926335,0,NaN,NaN,NaN,0,60,
,A06,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-02,14,,NaN,0,0,NaN,NaN,0,0,60,
,A07,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-03,15,,24.0239001892146,24.0136645567489,0.0166143770135512,NaN,NaN,NaN,NaN,60,
,A08,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-03,15,,23.9944946447802,24.0136645567489,0.0166143770135512,NaN,NaN,NaN,NaN,60,
,A09,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-03,15,,24.0225988362518,24.0136645567489,0.0166143770135512,NaN,NaN,NaN,NaN,60,
,A10,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-04,18,,22.6836589836223,22.777681225551,0.11093548153116,NaN,NaN,NaN,NaN,60,
,A11,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-04,18,,22.7493494996115,22.777681225551,0.11093548153116,NaN,NaN,NaN,NaN,60,
,A12,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-04,18,,22.9000351934192,22.777681225551,0.11093548153116,NaN,NaN,NaN,NaN,60,
,B01,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-05,19,,27.4960582819888,27.517961169637,0.0845013610217844,NaN,NaN,NaN,NaN,60,
,B02,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-05,19,,27.6112574836658,27.517961169637,0.0845013610217844,NaN,NaN,NaN,NaN,60,
,B03,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-05,19,,27.4465677432563,27.517961169637,0.0845013610217844,NaN,NaN,NaN,NaN,60,
,B04,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-06,24,,29.1758489033249,29.2244514872144,0.0921068416909913,NaN,NaN,NaN,NaN,60,
,B05,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-06,24,,29.330679648474,29.2244514872144,0.0921068416909913,NaN,NaN,NaN,NaN,60,
,B06,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-06,24,,29.1668259098443,29.2244514872144,0.0921068416909913,NaN,NaN,NaN,NaN,60,
,B07,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-07,25,,31.6934558527676,31.9786554073126,0.302193993269941,NaN,NaN,NaN,NaN,60,
,B08,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-07,25,,31.9471370633744,31.9786554073126,0.302193993269941,NaN,NaN,NaN,NaN,60,
,B09,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-07,25,,32.2953733057958,31.9786554073126,0.302193993269941,NaN,NaN,NaN,NaN,60,
,B10,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-08,29,,35.5644466202165,36.3075883564801,1.14318679961897,NaN,NaN,NaN,NaN,60,
,B11,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-08,29,,37.6239773704423,36.3075883564801,1.14318679961897,NaN,NaN,NaN,NaN,60,
,B12,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-08,29,,35.7343410787816,36.3075883564801,1.14318679961897,NaN,NaN,NaN,NaN,60,
,C01,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-09,39,,25.6707682303538,25.4225444249513,0.217644861546804,NaN,NaN,NaN,NaN,60,
,C02,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-09,39,,25.2644032321992,25.4225444249513,0.217644861546804,NaN,NaN,NaN,NaN,60,
,C03,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-09,39,,25.332461812301,25.4225444249513,0.217644861546804,NaN,NaN,NaN,NaN,60,
,C04,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-10,40,,29.6450544711678,29.5815575222463,0.0557720871875582,NaN,NaN,NaN,NaN,60,
,C05,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-10,40,,29.5405015874711,29.5815575222463,0.0557720871875582,NaN,NaN,NaN,NaN,60,
,C06,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-10,40,,29.5591165081,29.5815575222463,0.0557720871875582,NaN,NaN,NaN,NaN,60,
,C07,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-11,43,,24.3617990148605,24.5039735891444,0.124746593247652,NaN,NaN,NaN,NaN,60,
,C08,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-11,43,,24.595098474628,24.5039735891444,0.124746593247652,NaN,NaN,NaN,NaN,60,
,C09,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-11,43,,24.5550232779445,24.5039735891444,0.124746593247652,NaN,NaN,NaN,NaN,60,
,C10,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-12,49,,26.8869378630207,26.9913604102415,0.0993157614604525,NaN,NaN,NaN,NaN,60,
,C11,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-12,49,,27.0025159997338,26.9913604102415,0.0993157614604525,NaN,NaN,NaN,NaN,60,
,C12,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-12,49,,27.08462736797,26.9913604102415,0.0993157614604525,NaN,NaN,NaN,NaN,60,
,D01,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-13,53,,27.6783381803334,26.9834529962164,0.616480219462896,NaN,NaN,NaN,NaN,60,
,D02,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-13,53,,26.5022240197234,26.9834529962164,0.616480219462896,NaN,NaN,NaN,NaN,60,
,D03,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-13,53,,26.7697967885925,26.9834529962164,0.616480219462896,NaN,NaN,NaN,NaN,60,
,D04,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-14,59,,27.3147738112654,27.2409172831922,0.06403661427133,NaN,NaN,NaN,NaN,60,
,D05,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-14,59,,27.2070870690366,27.2409172831922,0.06403661427133,NaN,NaN,NaN,NaN,60,
,D06,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-14,59,,27.2008909692746,27.2409172831922,0.06403661427133,NaN,NaN,NaN,NaN,60,
,D07,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-15,60,,27.1819013732161,27.2358315469006,0.067910740570927,NaN,NaN,NaN,NaN,60,
,D08,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-15,60,,27.2134963197512,27.2358315469006,0.067910740570927,NaN,NaN,NaN,NaN,60,
,D09,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-15,60,,27.3120969477343,27.2358315469006,0.067910740570927,NaN,NaN,NaN,NaN,60,
,D10,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-16,62,,28.4774696394178,28.6158978605856,0.180161171366973,NaN,NaN,NaN,NaN,60,
,D11,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-16,62,,28.5506267736325,28.6158978605856,0.180161171366973,NaN,NaN,NaN,NaN,60,
,D12,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-16,62,,28.8195971687064,28.6158978605856,0.180161171366973,NaN,NaN,NaN,NaN,60,
,E01,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-17,63,,29.2840469597593,29.3302994083868,0.10253951293081,NaN,NaN,NaN,NaN,60,
,E02,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-17,63,,29.4478178196603,29.3302994083868,0.10253951293081,NaN,NaN,NaN,NaN,60,
,E03,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-17,63,,29.2590334457407,29.3302994083868,0.10253951293081,NaN,NaN,NaN,NaN,60,
,E04,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-18,66,,25.1850252213267,25.2108421119803,0.0311555514951481,NaN,NaN,NaN,NaN,60,
,E05,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-18,66,,25.2020529881645,25.2108421119803,0.0311555514951481,NaN,NaN,NaN,NaN,60,
