,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-01,270,,30.0670152085662,30.1069360649253,0.0574907737890387,NaN,NaN,NaN,NaN,60,
,A02,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-01,270,,30.1728305000227,30.1069360649253,0.0574907737890387,NaN,NaN,NaN,NaN,60,
,A03,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-01,270,,30.080962486187,30.1069360649253,0.0574907737890387,NaN,NaN,NaN,NaN,60,
,A04,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-02,271,,29.9572218153024,30.0056287525437,0.0451979648026437,NaN,NaN,NaN,NaN,60,
,A05,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-02,271,,30.0129374781213,30.0056287525437,0.0451979648026437,NaN,NaN,NaN,NaN,60,
,A06,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-02,271,,30.0467269642073,30.0056287525437,0.0451979648026437,NaN,NaN,NaN,NaN,60,
,A07,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-03,272,,29.0871512782984,29.0282051596133,0.0832953508000447,NaN,NaN,NaN,NaN,60,
,A08,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-03,272,,29.064551032075,29.0282051596133,0.0832953508000447,NaN,NaN,NaN,NaN,60,
,A09,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-03,272,,28.9329131684663,29.0282051596133,0.0832953508000447,NaN,NaN,NaN,NaN,60,
,A10,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-04,273,,29.6905608206409,29.6382004053661,0.0584697030971425,NaN,NaN,NaN,NaN,60,
,A11,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-04,273,,29.5751081893242,29.6382004053661,0.0584697030971425,NaN,NaN,NaN,NaN,60,
,A12,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-04,273,,29.6489322061331,29.6382004053661,0.0584697030971425,NaN,NaN,NaN,NaN,60,
,B01,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-05,275,,29.7014694413843,29.8098552164212,0.093871558247062,NaN,NaN,NaN,NaN,60,
,B02,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-05,275,,29.8629245938278,29.8098552164212,0.093871558247062,NaN,NaN,NaN,NaN,60,
,B03,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-05,275,,29.8651716140515,29.8098552164212,0.093871558247062,NaN,NaN,NaN,NaN,60,
,B04,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-06,276,,28.7966926289026,28.6799452506345,0.103866001859355,NaN,NaN,NaN,NaN,60,
,B05,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-06,276,,28.5977874577147,28.6799452506345,0.103866001859355,NaN,NaN,NaN,NaN,60,
,B06,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-06,276,,28.6453556652862,28.6799452506345,0.103866001859355,NaN,NaN,NaN,NaN,60,
,B07,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-07,277,,29.4090066143055,29.4917809712642,0.0717750593057395,NaN,NaN,NaN,NaN,60,
,B08,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-07,277,,29.5367686373362,29.4917809712642,0.0717750593057395,NaN,NaN,NaN,NaN,60,
,B09,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-07,277,,29.5295676621508,29.4917809712642,0.0717750593057395,NaN,NaN,NaN,NaN,60,
,B10,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-08,279,,29.1530497409744,29.2229175044071,0.0736501991860191,NaN,NaN,NaN,NaN,60,
,B11,SYBR,Cg_DNMT1_F (SR IDs: 1510/1),Unkn-08,279,,29.2158606304167,29.2229175044071,0.0736501991860191,NaN,NaN,NaN,NaN,60,
