,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-01,351,,26.6347794027001,26.623407621235,0.0571814110795619,NaN,NaN,NaN,NaN,60,
,A02,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-01,351,,26.6740486841994,26.623407621235,0.0571814110795619,NaN,NaN,NaN,NaN,60,
,A03,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-01,351,,26.5613947768055,26.623407621235,0.0571814110795619,NaN,NaN,NaN,NaN,60,
,A04,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-02,353,,29.4491168592234,29.4864080901337,0.0751800310144731,NaN,NaN,NaN,NaN,60,
,A05,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-02,353,,29.5729437647745,29.4864080901337,0.0751800310144731,NaN,NaN,NaN,NaN,60,
,A06,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-02,353,,29.4371636464032,29.4864080901337,0.0751800310144731,NaN,NaN,NaN,NaN,60,
,A07,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-03,355,,28.4582296482779,28.4928315494067,0.0707853099990499,NaN,NaN,NaN,NaN,60,
,A08,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-03,355,,28.5742619896024,28.4928315494067,0.0707853099990499,NaN,NaN,NaN,NaN,60,
,A09,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-03,355,,28.4460030103399,28.4928315494067,0.0707853099990499,NaN,NaN,NaN,NaN,60,
,A10,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-04,357,,28.5856355968638,28.5519243580516,0.0369918699809677,NaN,NaN,NaN,NaN,60,
,A11,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-04,357,,28.5577857527099,28.5519243580516,0.0369918699809677,NaN,NaN,NaN,NaN,60,
,A12,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-04,357,,28.5123517245812,28.5519243580516,0.0369918699809677,NaN,NaN,NaN,NaN,60,
,B01,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-05,360,,30.7708042803742,30.8938755862075,0.10674608659013,NaN,NaN,NaN,NaN,60,
,B02,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-05,360,,30.9495106236762,30.8938755862075,0.10674608659013,NaN,NaN,NaN,NaN,60,
,B03,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-05,360,,30.9613118545722,30.8938755862075,0.10674608659013,NaN,NaN,NaN,NaN,60,
,B04,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-06,361,,30.7929550615283,30.7527898882194,0.05298833405817,NaN,NaN,NaN,NaN,60,
,B05,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-06,361,,30.7726802009601,30.7527898882194,0.05298833405817,NaN,NaN,NaN,NaN,60,
,B06,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-06,361,,30.6927344021697,30.7527898882194,0.05298833405817,NaN,NaN,NaN,NaN,60,
,B07,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-07,364,,26.2923336759999,26.0818902722873,0.187026068872154,NaN,NaN,NaN,NaN,60,
,B08,SYBR,Cg_HSP70_F/R (SR IDs: 598/9),Unkn-07,364,,26.0186677467702,26.0818902722873,0.187026068872154,NaN,NaN,NaN,NaN,60,
