,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-01,270,,24.1583923188887,23.9488259757309,0.182383774839774,NaN,NaN,NaN,NaN,60,
,A02,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-01,270,,23.8260066685796,23.9488259757309,0.182383774839774,NaN,NaN,NaN,NaN,60,
,A03,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-01,270,,23.8620789397243,23.9488259757309,0.182383774839774,NaN,NaN,NaN,NaN,60,
,A04,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-02,271,,23.9550875100433,23.896858113877,0.0684169327437259,NaN,NaN,NaN,NaN,60,
,A05,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-02,271,,23.8215062040198,23.896858113877,0.0684169327437259,NaN,NaN,NaN,NaN,60,
,A06,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-02,271,,23.9139806275678,23.896858113877,0.0684169327437259,NaN,NaN,NaN,NaN,60,
,A07,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-03,272,,24.0775510273066,24.0832279230558,0.0120449995760911,NaN,NaN,NaN,NaN,60,
,A08,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-03,272,,24.0970623545507,24.0832279230558,0.0120449995760911,NaN,NaN,NaN,NaN,60,
,A09,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-03,272,,24.0750703873101,24.0832279230558,0.0120449995760911,NaN,NaN,NaN,NaN,60,
,A10,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-04,273,,24.4241438192982,24.4241258549838,0.000270238397701408,NaN,NaN,NaN,NaN,60,
,A11,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-04,273,,24.4238470826227,24.4241258549838,0.000270238397701408,NaN,NaN,NaN,NaN,60,
,A12,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-04,273,,24.4243866630306,24.4241258549838,0.000270238397701408,NaN,NaN,NaN,NaN,60,
,B01,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-05,275,,23.5044509731929,23.5428841916615,0.0339345289976487,NaN,NaN,NaN,NaN,60,
,B02,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-05,275,,23.5554888384865,23.5428841916615,0.0339345289976487,NaN,NaN,NaN,NaN,60,
,B03,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-05,275,,23.5687127633051,23.5428841916615,0.0339345289976487,NaN,NaN,NaN,NaN,60,
,B04,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-06,276,,23.6266821246842,23.4885792379642,0.129539043421373,NaN,NaN,NaN,NaN,60,
,B05,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-06,276,,23.4692878014393,23.4885792379642,0.129539043421373,NaN,NaN,NaN,NaN,60,
,B06,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-06,276,,23.3697677877691,23.4885792379642,0.129539043421373,NaN,NaN,NaN,NaN,60,
,B07,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-07,277,,24.1665198580414,24.3583227713771,0.226968687741677,NaN,NaN,NaN,NaN,60,
,B08,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-07,277,,24.6088965172313,24.3583227713771,0.226968687741677,NaN,NaN,NaN,NaN,60,
,B09,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-07,277,,24.2995519388587,24.3583227713771,0.226968687741677,NaN,NaN,NaN,NaN,60,
,B10,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-08,279,,25.1566155233177,25.1559364423893,0.000812113442200504,NaN,NaN,NaN,NaN,60,
,B11,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-08,279,,25.1550368438366,25.1559364423893,0.000812113442200504,NaN,NaN,NaN,NaN,60,
,B12,SYBR,Cg_citrate_synthase (SR IDs: 1383/4),Unkn-08,279,,25.1561569600136,25.1559364423893,0.000812113442200504,NaN,NaN,NaN,NaN,60,
